Line#,Date,"Temperature (S-THB 10979906:10974876-1), *C, Bree_met_5","Wind Speed (S-WSB 10979906:10955814-1), m/s, Bree_met_5","Solar Radiation (S-LIB 10979906:10969905-1), W/m^2, Bree_met_5","RH (S-THB 10979906:10974876-2), %, Bree_met_5","PAR (S-LIA 10979906:10962914-1), uE, Bree_met_5","Gust Speed (S-WSB 10979906:10955814-2), m/s, Bree_met_5","Wind Direction (S-WDA 10979906:10969970-1), *, Bree_met_5","Pressure (S-BPB 10979906:10972867-1), mbar, Bree_met_5","Dew Point (S-THB 10979906:10974876-3), *C, Bree_met_5","Battery (RX3000 BATTERY 10979906:10979906-B), V, Bree_met_5"
1819,07/30/20 10:20:00,18.87,2.0,51,94.20,101,3.0,174,996.9,17.94,4.453
1820,07/30/20 10:25:00,18.70,1.5,19,95.30,64,2.5,175,997.0,17.96,4.432
1821,07/30/20 10:30:00,18.56,2.0,17,95.50,64,3.0,174,996.9,17.85,4.411
1822,07/30/20 10:35:00,18.41,2.0,19,95.70,74,3.0,175,997.1,17.74,4.397
1823,07/30/20 10:40:00,18.53,2.0,43,96.30,121,3.0,175,997.1,17.96,4.397
1824,07/30/20 10:45:00,18.89,1.5,39,96.60,124,2.5,174,997.0,18.36,4.414
1825,07/30/20 10:50:00,19.03,2.0,156,96.10,319,2.5,171,996.6,18.42,4.436
1826,07/30/20 10:55:00,19.48,2.0,184,94.20,379,3.0,178,996.7,18.55,4.451
1827,07/30/20 11:00:00,19.67,2.0,204,93.30,411,3.0,173,996.7,18.59,4.445
1828,07/30/20 11:05:00,19.53,2.0,227,94.30,454,3.0,174,996.7,18.62,4.421
1829,07/30/20 11:10:00,19.22,2.0,276,94.40,524,3.0,167,996.5,18.32,4.411
1830,07/30/20 11:15:00,19.10,2.0,128,93.90,281,3.0,168,996.8,18.12,4.398
1831,07/30/20 11:20:00,19.39,2.0,237,93.90,481,3.0,175,996.7,18.41,4.418
1832,07/30/20 11:25:00,19.60,2.0,128,94.00,294,2.5,184,996.8,18.64,4.456
1833,07/30/20 11:30:00,20.15,2.0,313,93.40,626,3.0,188,996.6,19.08,4.454
1834,07/30/20 11:35:00,20.53,1.5,321,91.50,651,2.5,192,996.5,19.12,4.435
1835,07/30/20 11:40:00,20.84,2.0,191,90.80,419,4.0,185,996.8,19.31,4.418
1836,07/30/20 11:45:00,20.96,3.0,419,90.00,769,4.5,187,996.5,19.28,4.408
1837,07/30/20 11:50:00,20.77,3.0,347,89.60,654,4.5,190,996.4,19.02,4.397
1838,07/30/20 11:55:00,20.67,2.5,166,90.00,341,4.0,187,996.7,19.00,4.421
1839,07/30/20 12:00:00,20.75,2.5,164,89.70,339,3.5,192,996.7,19.02,4.460
1840,07/30/20 12:05:00,20.77,2.5,219,89.20,449,3.0,191,996.7,18.95,4.460
1841,07/30/20 12:10:00,21.13,2.5,423,88.40,776,3.5,191,996.6,19.16,4.436
1842,07/30/20 12:15:00,20.84,2.0,183,89.10,374,3.5,199,996.7,19.00,4.409
1843,07/30/20 12:20:00,20.96,2.5,183,89.40,389,4.0,191,996.7,19.17,4.397
1844,07/30/20 12:25:00,21.03,2.5,328,88.40,694,3.5,183,996.6,19.06,4.439
1845,07/30/20 12:30:00,21.32,2.0,163,87.70,371,3.5,181,996.7,19.22,4.468
1846,07/30/20 12:35:00,21.77,2.0,283,88.20,606,3.5,174,996.7,19.76,4.451
1847,07/30/20 12:40:00,21.60,2.0,212,88.60,434,3.0,174,996.6,19.67,4.432
1848,07/30/20 12:45:00,21.53,3.5,189,86.30,396,5.0,184,996.7,19.17,4.417
1849,07/30/20 12:50:00,21.51,3.5,232,85.90,504,5.0,190,996.7,19.07,4.408
1850,07/30/20 12:55:00,21.75,2.5,203,85.40,456,4.0,192,996.7,19.21,4.398
1851,07/30/20 13:00:00,22.18,2.5,564,84.70,"1,164",4.0,188,996.6,19.50,4.424
1852,07/30/20 13:05:00,22.13,2.0,278,83.80,624,3.5,195,996.5,19.29,4.457
1853,07/30/20 13:10:00,22.37,2.0,443,84.50,934,3.0,183,996.3,19.65,4.453
1854,07/30/20 13:15:00,22.47,2.5,673,82.70,"1,361",4.5,178,996.3,19.40,4.427
1855,07/30/20 13:20:00,22.47,3.0,501,83.00,"1,021",4.5,174,996.4,19.46,4.414
1856,07/30/20 13:25:00,22.70,3.0,286,83.30,594,4.5,178,996.4,19.75,4.405
1857,07/30/20 13:30:00,22.58,4.0,722,81.20,"1,449",5.5,190,996.3,19.22,4.403
1858,07/30/20 13:35:00,22.80,3.0,752,81.90,"1,481",4.5,192,996.3,19.57,4.433
1859,07/30/20 13:40:00,22.51,3.0,162,83.00,331,4.5,175,996.3,19.51,4.463
1860,07/30/20 13:45:00,22.58,3.5,183,82.80,394,5.0,181,996.3,19.54,4.447
1861,07/30/20 13:50:00,22.94,3.5,372,81.60,771,5.0,184,996.2,19.65,4.423
1862,07/30/20 13:55:00,22.80,3.5,123,80.30,241,5.5,191,996.2,19.25,4.412
1863,07/30/20 14:00:00,22.80,3.5,136,80.20,299,6.0,191,996.2,19.23,4.403
1864,07/30/20 14:05:00,22.92,4.5,868,79.30,"1,781",6.0,198,996.1,19.17,4.403
1865,07/30/20 14:10:00,23.23,3.5,886,80.30,"1,826",5.0,192,996.0,19.67,4.444
1866,07/30/20 14:15:00,23.40,2.5,894,78.20,"1,844",5.0,201,996.1,19.41,4.462
1867,07/30/20 14:20:00,23.47,3.5,317,75.70,664,6.5,194,996.2,18.96,4.439
1868,07/30/20 14:25:00,23.45,4.0,377,76.30,799,6.0,206,996.2,19.06,4.420
1869,07/30/20 14:30:00,23.30,4.0,381,77.00,816,5.5,194,996.2,19.07,4.409
1870,07/30/20 14:35:00,23.50,4.0,361,74.60,749,5.5,204,996.3,18.75,4.402
1871,07/30/20 14:40:00,23.50,3.5,567,74.50,"1,159",5.5,199,996.2,18.73,4.411
1872,07/30/20 14:45:00,23.50,4.0,249,75.20,506,6.5,198,996.2,18.88,4.451
1873,07/30/20 14:50:00,23.38,5.0,461,73.90,966,6.5,206,996.4,18.48,4.462
1874,07/30/20 14:55:00,23.76,2.5,446,72.90,939,4.5,205,996.4,18.63,4.432
1875,07/30/20 15:00:00,23.79,3.0,221,72.70,421,6.0,212,996.3,18.61,4.418
1876,07/30/20 15:05:00,23.62,4.0,848,73.30,"1,701",5.5,225,996.5,18.58,4.408
1877,07/30/20 15:10:00,23.18,3.5,211,75.50,434,5.0,237,996.4,18.64,4.400
1878,07/30/20 15:15:00,22.97,3.5,178,77.50,389,5.0,282,996.5,18.85,4.418
1879,07/30/20 15:20:00,22.85,3.5,152,79.90,364,5.5,275,996.4,19.22,4.456
1880,07/30/20 15:25:00,22.85,3.0,139,78.40,341,4.5,275,996.4,18.92,4.457
1881,07/30/20 15:30:00,23.26,3.0,917,78.90,"1,899",4.0,285,996.4,19.41,4.426
1882,07/30/20 15:35:00,23.54,3.0,923,75.20,"1,906",5.0,248,996.3,18.92,4.414
1883,07/30/20 15:40:00,23.93,2.0,881,74.20,"1,836",4.5,264,996.3,19.08,4.405
1884,07/30/20 15:45:00,23.76,3.0,931,73.70,"1,924",4.5,261,996.3,18.81,4.398
1885,07/30/20 15:50:00,23.81,4.0,926,73.50,"1,911",6.0,278,996.3,18.81,4.439
1886,07/30/20 15:55:00,24.15,3.0,202,73.30,476,5.5,279,996.3,19.09,4.456
1887,07/30/20 16:00:00,24.05,4.0,407,70.50,916,6.5,257,996.2,18.38,4.435
1888,07/30/20 16:05:00,24.29,3.0,"1,127",68.00,"2,289",6.0,241,996.0,18.03,4.414
1889,07/30/20 16:10:00,24.34,2.5,337,70.10,726,4.5,239,996.2,18.56,4.406
1890,07/30/20 16:15:00,24.24,3.5,308,71.20,646,5.0,272,995.9,18.72,4.415
1891,07/30/20 16:20:00,24.07,3.5,308,71.70,644,5.5,264,995.9,18.67,4.448
1892,07/30/20 16:25:00,23.91,3.5,278,71.80,576,6.0,251,996.2,18.53,4.457
1893,07/30/20 16:30:00,23.54,4.5,222,71.80,456,6.5,260,996.0,18.18,4.426
1894,07/30/20 16:35:00,23.28,3.5,219,75.50,441,5.5,250,995.9,18.73,4.411
1895,07/30/20 16:40:00,22.99,3.5,234,76.50,466,5.0,230,995.9,18.66,4.403
1896,07/30/20 16:45:00,22.92,3.0,304,77.10,621,4.0,225,995.9,18.72,4.405
1897,07/30/20 16:50:00,22.85,2.5,383,78.50,781,4.0,241,995.7,18.94,4.441
1898,07/30/20 16:55:00,22.82,2.5,299,79.30,606,4.0,222,995.9,19.08,4.460
1899,07/30/20 17:00:00,22.61,4.0,289,80.40,581,6.5,195,995.9,19.09,4.424
1900,07/30/20 17:05:00,22.70,3.5,363,78.60,734,4.5,205,995.8,18.82,4.412
1901,07/30/20 17:10:00,22.70,3.0,416,79.30,866,4.5,236,995.8,18.96,4.403
1902,07/30/20 17:15:00,22.87,2.5,824,80.90,"1,679",4.5,265,995.8,19.44,4.405
1903,07/30/20 17:20:00,22.58,3.5,584,84.10,"1,216",5.5,289,995.8,19.79,4.447
1904,07/30/20 17:25:00,22.51,3.0,972,80.30,"2,009",4.5,270,995.8,18.97,4.460
1905,07/30/20 17:30:00,22.99,2.5,932,78.60,"1,944",4.0,265,995.7,19.10,4.424
1906,07/30/20 17:35:00,22.99,2.0,"1,122",77.20,"2,279",3.5,257,995.9,18.81,4.412
1907,07/30/20 17:40:00,23.23,1.5,"1,038",74.70,"2,126",3.5,289,995.8,18.51,4.403
1908,07/30/20 17:45:00,23.59,1.0,579,73.80,"1,241",2.5,288,995.8,18.67,4.405
1909,07/30/20 17:50:00,23.47,0.0,329,73.20,684,1.5,285,995.8,18.42,4.448
1910,07/30/20 17:55:00,23.52,1.0,334,70.80,666,2.0,222,995.8,17.94,4.457
1911,07/30/20 18:00:00,23.52,1.5,324,70.00,636,3.0,260,995.7,17.75,4.424
1912,07/30/20 18:05:00,23.45,1.5,336,70.00,666,2.5,239,995.5,17.69,4.409
1913,07/30/20 18:10:00,23.74,1.0,"1,136",70.20,"2,319",2.5,232,995.4,18.01,4.403
1914,07/30/20 18:15:00,24.00,1.0,"1,013",68.20,"2,114",2.0,258,995.5,17.80,4.414
1915,07/30/20 18:20:00,24.19,1.0,923,66.30,"1,949",2.5,247,995.3,17.54,4.448
1916,07/30/20 18:25:00,24.44,0.5,"1,063",65.20,"2,206",1.5,248,995.2,17.50,4.457
1917,07/30/20 18:30:00,24.73,0.5,"1,102",65.90,"2,269",3.0,254,995.1,17.94,4.424
1918,07/30/20 18:35:00,24.34,2.5,383,66.10,846,4.5,263,995.4,17.62,4.409
1919,07/30/20 18:40:00,24.15,3.0,394,65.70,831,4.5,265,995.6,17.35,4.402
1920,07/30/20 18:45:00,24.12,3.0,646,66.40,"1,336",4.5,257,995.4,17.49,4.412
1921,07/30/20 18:50:00,24.10,3.0,358,69.00,744,4.0,250,995.7,18.08,4.453
1922,07/30/20 18:55:00,24.19,3.5,263,68.20,531,5.0,260,995.9,17.98,4.457
1923,07/30/20 19:00:00,24.15,3.0,249,67.40,499,5.0,247,995.9,17.75,4.420
1924,07/30/20 19:05:00,24.03,3.0,232,67.90,456,4.0,254,995.6,17.75,4.409
1925,07/30/20 19:10:00,24.03,2.5,211,70.40,411,5.0,261,995.6,18.33,4.402
1926,07/30/20 19:15:00,23.91,2.5,204,69.20,396,3.5,265,995.6,17.94,4.411
1927,07/30/20 19:20:00,23.79,3.0,242,71.90,476,5.0,271,995.5,18.44,4.450
1928,07/30/20 19:25:00,23.16,4.5,361,76.70,731,7.0,278,995.3,18.87,4.456
1929,07/30/20 19:30:00,22.66,3.5,367,78.90,749,5.5,271,995.4,18.83,4.420
1930,07/30/20 19:35:00,22.27,3.5,312,81.80,634,5.0,277,995.5,19.04,4.409
1931,07/30/20 19:40:00,22.06,4.0,281,81.60,569,6.0,270,995.7,18.79,4.402
1932,07/30/20 19:45:00,21.91,3.5,278,83.10,566,5.5,274,995.7,18.94,4.423
1933,07/30/20 19:50:00,21.77,3.0,278,85.20,561,4.5,277,995.8,19.20,4.451
1934,07/30/20 19:55:00,21.96,2.5,284,84.10,574,3.5,286,995.6,19.18,4.450
1935,07/30/20 20:00:00,22.13,2.5,347,82.20,714,3.5,284,995.4,18.98,4.420
1936,07/30/20 20:05:00,22.18,2.0,297,81.90,626,3.0,263,995.2,18.96,4.408
1937,07/30/20 20:10:00,22.42,2.0,304,82.20,641,3.5,250,995.2,19.26,4.402
1938,07/30/20 20:15:00,22.47,2.5,316,81.20,664,3.5,240,995.1,19.11,4.397
1939,07/30/20 20:20:00,22.58,1.5,322,80.90,696,3.0,253,995.0,19.16,4.435
1940,07/30/20 20:25:00,23.23,1.5,794,78.80,"1,691",3.0,241,994.2,19.37,4.469
1941,07/30/20 20:30:00,23.76,1.0,518,76.60,"1,126",2.0,240,994.9,19.43,4.445
1942,07/30/20 20:35:00,23.64,0.0,208,74.50,466,1.0,241,995.5,18.86,4.417
1943,07/30/20 20:40:00,23.52,0.0,179,74.40,384,0.5,241,995.5,18.73,4.406
1944,07/30/20 20:45:00,23.76,0.5,201,70.10,416,1.5,229,995.5,18.01,4.400
1945,07/30/20 20:50:00,23.86,1.5,261,70.00,541,3.0,250,995.4,18.08,4.418
1946,07/30/20 20:55:00,23.93,1.0,274,66.30,571,2.5,251,995.4,17.28,4.454
1947,07/30/20 21:00:00,23.91,1.5,236,69.10,491,2.5,253,995.4,17.92,4.460
1948,07/30/20 21:05:00,23.83,1.5,242,70.00,496,3.0,271,995.5,18.05,4.426
1949,07/30/20 21:10:00,23.88,1.5,241,69.60,496,3.0,271,995.5,18.01,4.411
1950,07/30/20 21:15:00,23.76,2.5,249,69.60,519,3.5,260,995.4,17.89,4.403
1951,07/30/20 21:20:00,23.66,3.5,602,67.70,"1,271",5.0,270,994.4,17.36,4.403
1952,07/30/20 21:25:00,23.76,3.0,531,68.30,"1,131",5.0,251,994.4,17.59,4.439
1953,07/30/20 21:30:00,23.59,2.0,316,68.60,701,3.5,244,995.0,17.50,4.468
1954,07/30/20 21:35:00,23.54,2.0,194,67.80,439,4.0,241,995.3,17.27,4.435
1955,07/30/20 21:40:00,23.33,2.5,162,68.40,366,4.0,226,995.5,17.20,4.415
1956,07/30/20 21:45:00,23.33,2.0,144,69.10,321,3.5,239,995.7,17.37,4.406
1957,07/30/20 21:50:00,23.21,2.5,134,71.20,294,3.5,240,995.6,17.73,4.400
1958,07/30/20 21:55:00,23.26,1.5,136,72.30,291,3.0,233,995.6,18.02,4.409
1959,07/30/20 22:00:00,23.33,1.5,139,71.20,291,3.0,225,995.6,17.84,4.450
1960,07/30/20 22:05:00,23.28,2.0,132,71.60,274,3.0,241,995.6,17.88,4.463
1961,07/30/20 22:10:00,23.26,1.5,129,71.40,264,2.5,250,995.5,17.82,4.435
1962,07/30/20 22:15:00,23.23,1.0,123,72.10,249,2.0,256,995.6,17.95,4.412
1963,07/30/20 22:20:00,23.26,1.0,119,72.50,239,1.5,256,995.6,18.06,4.406
1964,07/30/20 22:25:00,23.21,1.0,117,71.50,234,2.0,251,995.7,17.79,4.398
1965,07/30/20 22:30:00,23.23,1.0,112,72.50,226,2.0,240,995.6,18.04,4.430
1966,07/30/20 22:35:00,23.16,1.5,106,71.80,216,2.5,234,995.8,17.81,4.454
1967,07/30/20 22:40:00,23.14,1.5,98,71.00,201,2.0,244,995.7,17.61,4.442
1968,07/30/20 22:45:00,23.11,1.5,88,71.60,181,2.0,237,995.8,17.72,4.417
1969,07/30/20 22:50:00,23.14,1.5,87,73.00,179,2.5,240,995.6,18.05,4.406
1970,07/30/20 22:55:00,23.16,1.5,83,73.90,174,2.5,222,995.7,18.27,4.400
1971,07/30/20 23:00:00,23.23,1.5,139,72.30,289,2.5,215,995.1,17.99,4.403
1972,07/30/20 23:05:00,23.38,2.0,74,71.70,156,3.0,213,995.7,18.00,4.426
1973,07/30/20 23:10:00,23.14,2.5,59,73.70,124,3.5,218,995.7,18.21,4.457
1974,07/30/20 23:15:00,23.09,2.5,52,73.40,106,3.0,211,995.8,18.09,4.448
1975,07/30/20 23:20:00,23.04,2.5,52,74.00,104,3.5,216,995.9,18.18,4.417
1976,07/30/20 23:25:00,22.99,2.0,52,73.90,101,3.5,229,995.9,18.11,4.406
1977,07/30/20 23:30:00,22.92,2.0,52,75.90,96,3.0,226,996.0,18.47,4.402
1978,07/30/20 23:35:00,22.92,2.5,56,77.30,96,3.5,225,996.0,18.76,4.400
1979,07/30/20 23:40:00,23.11,2.5,74,75.20,124,3.5,229,995.6,18.50,4.409
1980,07/30/20 23:45:00,23.02,2.5,66,75.90,106,3.5,239,995.8,18.56,4.427
1981,07/30/20 23:50:00,23.06,2.0,53,76.20,84,3.0,237,995.8,18.67,4.439
1982,07/30/20 23:55:00,22.80,2.5,26,77.30,46,4.0,241,996.1,18.64,4.436
1983,07/31/20 00:00:00,22.56,2.5,17,77.70,31,3.5,240,996.0,18.49,4.423
1984,07/31/20 00:05:00,22.58,2.5,14,79.90,26,3.5,236,996.3,18.96,4.408
1985,07/31/20 00:10:00,22.44,2.5,11,79.80,19,3.5,243,996.2,18.80,4.402
