Line#,Date,"Wind Speed (S-WSB 10979906:10955814-1), m/s, Bree_met_5","Gust Speed (S-WSB 10979906:10955814-2), m/s, Bree_met_5","PAR (S-LIA 10979906:10962914-1), uE, Bree_met_5","Solar Radiation (S-LIB 10979906:10969905-1), W/m^2, Bree_met_5","Wind Direction (S-WDA 10979906:10969970-1), *, Bree_met_5","Pressure (S-BPB 10979906:10972867-1), mbar, Bree_met_5","Temperature (S-THB 10979906:10974876-1), *C, Bree_met_5","RH (S-THB 10979906:10974876-2), %, Bree_met_5","Dew Point (S-THB 10979906:10974876-3), *C, Bree_met_5"
305,07/02/20 01:20:00,0.0,0.5,1,1,257,997.2,22.13,91.80,20.76
306,07/02/20 01:25:00,0.0,0.5,1,1,257,997.3,21.99,92.00,20.65
307,07/02/20 01:30:00,0.0,0.5,1,1,257,997.3,21.87,92.40,20.61
308,07/02/20 01:35:00,0.0,0.5,1,1,257,997.2,21.91,93.00,20.76
309,07/02/20 01:40:00,0.0,1.0,1,1,256,997.3,21.82,93.30,20.72
310,07/02/20 01:45:00,0.5,1.5,1,1,256,997.2,21.53,93.10,20.40
311,07/02/20 01:50:00,0.5,1.5,1,1,257,997.1,21.51,93.40,20.43
312,07/02/20 01:55:00,0.0,0.0,1,1,257,997.0,21.65,93.50,20.58
313,07/02/20 02:00:00,0.0,1.5,1,1,257,997.2,21.63,93.30,20.53
314,07/02/20 02:05:00,0.5,1.5,1,1,139,997.1,21.44,94.20,20.49
315,07/02/20 02:10:00,0.0,0.5,1,1,118,997.2,21.32,94.40,20.41
316,07/02/20 02:15:00,0.0,0.0,1,1,118,997.2,21.34,94.70,20.48
317,07/02/20 02:20:00,0.0,0.0,1,1,118,997.1,21.37,94.70,20.51
318,07/02/20 02:25:00,0.0,1.0,1,1,66,997.2,21.03,94.90,20.21
319,07/02/20 02:30:00,0.0,1.0,1,1,18,997.3,21.06,95.20,20.28
320,07/02/20 02:35:00,0.0,0.5,1,1,357,997.3,21.08,95.40,20.34
321,07/02/20 02:40:00,0.0,1.5,1,1,17,997.1,21.08,95.70,20.39
322,07/02/20 02:45:00,0.5,1.5,1,1,91,997.4,20.84,95.70,20.16
323,07/02/20 02:50:00,0.0,0.5,1,1,100,997.3,20.89,95.80,20.22
324,07/02/20 02:55:00,0.0,0.0,1,1,100,997.4,20.94,96.00,20.30
325,07/02/20 03:00:00,0.0,1.0,1,1,100,997.3,21.03,96.10,20.41
326,07/02/20 03:05:00,0.5,1.5,1,1,133,997.3,21.03,95.70,20.35
327,07/02/20 03:10:00,1.0,2.0,1,1,191,997.4,20.82,95.50,20.10
328,07/02/20 03:15:00,1.0,2.5,1,1,191,997.4,20.58,95.50,19.86
329,07/02/20 03:20:00,1.0,1.5,1,1,180,997.3,20.56,95.90,19.90
330,07/02/20 03:25:00,0.0,1.0,1,1,180,997.3,20.56,95.80,19.89
331,07/02/20 03:30:00,0.0,1.5,1,1,180,997.4,20.53,95.80,19.86
332,07/02/20 03:35:00,1.0,1.5,1,1,188,997.3,20.51,96.00,19.87
333,07/02/20 03:40:00,1.0,1.5,1,1,191,997.4,20.44,96.20,19.84
334,07/02/20 03:45:00,1.0,1.5,1,1,191,997.3,20.44,96.40,19.87
335,07/02/20 03:50:00,0.5,1.5,1,1,190,997.3,20.39,96.50,19.84
336,07/02/20 03:55:00,0.5,1.5,1,1,194,997.4,20.41,96.60,19.88
337,07/02/20 04:00:00,0.5,1.5,1,1,194,997.3,20.36,96.50,19.82
338,07/02/20 04:05:00,0.5,1.5,1,1,157,997.4,20.25,96.60,19.71
339,07/02/20 04:10:00,0.5,1.5,1,1,143,997.4,20.06,96.70,19.54
340,07/02/20 04:15:00,0.5,1.0,1,1,143,997.2,19.91,96.70,19.40
341,07/02/20 04:20:00,0.0,1.0,1,1,143,997.2,19.94,96.90,19.45
342,07/02/20 04:25:00,0.0,1.0,1,1,143,997.2,19.98,97.00,19.52
343,07/02/20 04:30:00,0.0,1.0,1,1,143,997.2,19.98,97.00,19.52
344,07/02/20 04:35:00,0.5,1.0,1,1,143,996.9,19.98,97.00,19.52
345,07/02/20 04:40:00,0.5,1.0,1,1,143,997.0,19.96,97.00,19.50
346,07/02/20 04:45:00,0.5,1.5,1,1,145,997.0,19.98,97.20,19.55
347,07/02/20 04:50:00,1.0,2.0,1,1,145,996.9,19.98,97.20,19.55
348,07/02/20 04:55:00,1.0,2.0,1,1,146,996.9,20.01,97.30,19.59
349,07/02/20 05:00:00,1.5,2.0,1,1,146,996.9,19.60,97.40,19.21
350,07/02/20 05:05:00,1.0,2.0,1,1,149,996.8,19.32,97.50,18.94
351,07/02/20 05:10:00,1.5,2.0,1,1,167,996.9,19.06,97.60,18.69
352,07/02/20 05:15:00,1.5,2.0,1,1,173,996.8,19.15,97.70,18.80
353,07/02/20 05:20:00,1.0,2.0,1,1,174,996.7,19.25,97.80,18.91
354,07/02/20 05:25:00,1.0,1.5,1,1,174,996.8,19.27,97.90,18.95
355,07/02/20 05:30:00,0.5,1.5,1,1,174,996.8,19.27,97.90,18.95
356,07/02/20 05:35:00,1.0,1.5,1,1,174,996.7,19.20,98.00,18.90
357,07/02/20 05:40:00,1.0,1.5,1,1,174,996.6,19.22,97.90,18.91
358,07/02/20 05:45:00,1.0,2.0,1,1,166,996.5,19.22,98.00,18.92
359,07/02/20 05:50:00,1.0,2.0,1,1,161,996.4,19.15,97.90,18.84
360,07/02/20 05:55:00,1.0,1.5,1,1,163,996.4,19.13,98.00,18.83
361,07/02/20 06:00:00,1.0,2.0,1,1,171,996.4,19.13,97.90,18.81
362,07/02/20 06:05:00,1.0,2.0,1,1,184,996.4,19.20,97.90,18.88
363,07/02/20 06:10:00,1.0,2.0,1,1,187,996.4,19.17,98.00,18.88
364,07/02/20 06:15:00,1.0,1.5,1,1,164,996.3,19.10,98.00,18.80
365,07/02/20 06:20:00,0.5,2.0,1,1,149,996.4,18.94,98.00,18.64
366,07/02/20 06:25:00,1.0,1.5,1,1,147,996.4,18.82,97.90,18.50
367,07/02/20 06:30:00,1.0,1.5,1,1,146,996.4,18.84,98.00,18.54
368,07/02/20 06:35:00,1.0,2.0,1,1,164,996.3,19.03,98.10,18.75
369,07/02/20 06:40:00,1.5,2.5,1,1,177,996.3,19.15,98.20,18.89
370,07/02/20 06:45:00,1.5,2.5,1,1,185,996.4,19.01,98.20,18.74
371,07/02/20 06:50:00,1.5,2.5,1,1,174,996.3,18.89,98.10,18.61
372,07/02/20 06:55:00,1.5,2.5,1,1,161,996.4,18.63,98.30,18.38
373,07/02/20 07:00:00,1.5,2.0,1,1,168,996.3,18.49,98.30,18.24
374,07/02/20 07:05:00,1.5,2.0,1,1,173,996.3,18.41,98.30,18.16
375,07/02/20 07:10:00,1.5,2.5,1,1,166,996.3,18.46,98.50,18.24
376,07/02/20 07:15:00,1.5,2.5,1,1,171,996.3,18.44,98.50,18.22
377,07/02/20 07:20:00,1.5,2.5,1,1,188,996.4,18.27,98.60,18.07
378,07/02/20 07:25:00,1.5,2.0,1,1,183,996.3,18.22,98.80,18.06
379,07/02/20 07:30:00,1.5,2.0,1,1,171,996.1,18.25,98.80,18.08
380,07/02/20 07:35:00,1.0,2.0,1,1,174,996.2,18.20,98.70,18.02
381,07/02/20 07:40:00,1.5,2.5,1,1,188,996.3,18.34,98.80,18.17
382,07/02/20 07:45:00,1.5,2.5,1,1,188,996.2,18.32,98.80,18.15
383,07/02/20 07:50:00,1.5,2.0,1,1,170,996.1,18.25,98.80,18.08
384,07/02/20 07:55:00,1.0,2.5,1,1,161,996.2,18.18,98.70,17.99
385,07/02/20 08:00:00,1.0,1.5,1,1,153,996.2,18.18,98.70,17.99
386,07/02/20 08:05:00,1.0,1.5,1,1,154,996.1,18.27,98.80,18.10
387,07/02/20 08:10:00,0.5,1.5,1,1,153,996.0,18.25,98.80,18.08
388,07/02/20 08:15:00,0.5,1.0,1,1,149,996.1,18.22,98.80,18.06
389,07/02/20 08:20:00,0.0,1.0,1,1,147,996.1,18.25,98.80,18.08
390,07/02/20 08:25:00,0.5,1.0,1,1,147,996.0,18.25,98.60,18.05
391,07/02/20 08:30:00,0.5,1.0,1,1,147,996.1,18.32,98.50,18.10
392,07/02/20 08:35:00,0.5,1.0,1,1,147,996.0,18.34,98.60,18.14
393,07/02/20 08:40:00,0.5,1.0,1,1,147,996.0,18.30,98.50,18.08
394,07/02/20 08:45:00,0.5,1.5,1,1,149,996.2,18.25,98.40,18.01
395,07/02/20 08:50:00,0.5,1.5,1,1,149,996.1,18.25,98.30,18.00
396,07/02/20 08:55:00,1.0,2.0,1,1,166,996.1,18.22,98.30,17.97
397,07/02/20 09:00:00,1.0,2.0,4,1,156,996.0,18.13,98.20,17.86
398,07/02/20 09:05:00,0.5,1.5,6,2,140,996.0,17.99,98.20,17.72
399,07/02/20 09:10:00,0.5,1.5,9,3,140,996.1,17.96,98.20,17.70
400,07/02/20 09:15:00,0.0,1.0,14,6,142,996.0,18.06,98.20,17.79
401,07/02/20 09:20:00,0.0,1.0,21,9,142,996.2,18.22,98.20,17.96
402,07/02/20 09:25:00,0.0,1.0,26,13,142,996.2,18.44,98.10,18.16
403,07/02/20 09:30:00,0.0,1.0,36,18,142,996.2,18.44,98.00,18.14
404,07/02/20 09:35:00,0.5,1.0,51,28,133,996.2,18.39,97.90,18.08
405,07/02/20 09:40:00,0.0,1.0,74,48,132,996.1,18.65,97.80,18.32
406,07/02/20 09:45:00,0.0,1.0,91,58,132,996.2,18.53,97.20,18.10
407,07/02/20 09:50:00,0.0,1.0,129,83,133,996.1,18.87,96.80,18.37
408,07/02/20 09:55:00,0.5,1.5,159,98,136,996.0,19.01,96.40,18.45
409,07/02/20 10:00:00,0.0,1.0,174,102,136,995.9,19.20,95.90,18.55
410,07/02/20 10:05:00,0.0,1.0,186,104,136,995.9,19.41,95.40,18.68
411,07/02/20 10:10:00,0.0,1.0,216,118,136,995.9,19.53,94.60,18.67
412,07/02/20 10:15:00,0.0,1.0,246,131,136,995.8,19.75,94.00,18.78
413,07/02/20 10:20:00,0.5,1.0,271,142,132,995.7,19.56,93.70,18.54
414,07/02/20 10:25:00,0.0,0.5,299,153,131,995.7,19.98,93.20,18.88
415,07/02/20 10:30:00,0.0,0.5,329,167,131,995.8,20.25,92.50,19.02
416,07/02/20 10:35:00,0.0,0.5,361,182,131,995.8,20.53,91.90,19.19
417,07/02/20 10:40:00,0.0,0.5,376,192,131,995.7,21.46,88.70,19.54
418,07/02/20 10:45:00,0.0,1.5,306,139,131,995.8,20.44,90.30,18.82
419,07/02/20 10:50:00,0.5,1.5,264,99,146,996.0,19.79,91.90,18.46
420,07/02/20 10:55:00,0.5,1.5,456,222,187,995.8,20.34,91.50,18.94
421,07/02/20 11:00:00,1.0,2.0,491,239,181,995.7,20.36,91.20,18.91
422,07/02/20 11:05:00,1.0,1.5,419,187,185,995.6,20.34,91.30,18.90
423,07/02/20 11:10:00,1.0,2.0,409,176,184,995.8,20.17,91.70,18.81
424,07/02/20 11:15:00,1.0,1.5,466,207,166,995.9,20.32,91.80,18.96
425,07/02/20 11:20:00,0.5,1.5,496,224,168,995.7,20.53,91.00,19.04
426,07/02/20 11:25:00,0.5,1.5,624,298,180,995.8,20.32,91.10,18.84
427,07/02/20 11:30:00,1.0,2.0,661,314,184,995.6,20.82,89.60,19.07
428,07/02/20 11:35:00,1.0,1.5,671,317,175,995.6,21.13,89.20,19.30
429,07/02/20 11:40:00,1.0,2.5,716,338,166,995.4,21.17,89.50,19.40
430,07/02/20 11:45:00,2.0,3.0,754,354,170,995.5,21.17,88.70,19.26
431,07/02/20 11:50:00,2.0,3.0,786,368,175,995.6,21.22,88.80,19.33
432,07/02/20 11:55:00,2.0,3.0,819,383,183,995.7,21.44,88.80,19.54
433,07/02/20 12:00:00,2.0,3.5,846,396,175,995.7,21.56,88.70,19.64
434,07/02/20 12:05:00,2.5,4.0,886,409,166,995.5,21.72,88.00,19.67
435,07/02/20 12:10:00,2.5,4.0,914,429,161,995.4,21.87,87.40,19.70
436,07/02/20 12:15:00,2.0,3.5,954,448,164,995.6,22.01,86.70,19.72
437,07/02/20 12:20:00,3.0,4.5,996,469,164,995.4,22.08,85.70,19.60
438,07/02/20 12:25:00,2.5,3.5,"1,139",548,161,995.4,22.30,85.80,19.83
439,07/02/20 12:30:00,3.0,3.5,734,324,160,995.6,22.39,85.50,19.87
440,07/02/20 12:35:00,2.5,3.5,"1,191",573,160,995.4,22.56,85.30,19.99
441,07/02/20 12:40:00,2.0,3.5,"1,149",542,159,995.2,22.87,85.00,20.24
442,07/02/20 12:45:00,2.5,4.0,"1,184",557,160,995.2,22.94,84.00,20.12
443,07/02/20 12:50:00,3.0,4.5,"1,261",602,166,995.2,23.09,83.40,20.15
444,07/02/20 12:55:00,3.0,4.5,"1,379",673,177,995.3,23.18,81.40,19.85
445,07/02/20 13:00:00,3.0,4.5,"1,356",651,177,995.2,23.30,82.80,20.24
446,07/02/20 13:05:00,2.0,3.5,"1,174",558,190,995.4,23.30,82.60,20.20
447,07/02/20 13:10:00,2.5,3.5,706,287,181,995.2,23.52,81.20,20.14
448,07/02/20 13:15:00,2.5,3.5,"1,216",563,183,995.1,23.47,81.00,20.05
449,07/02/20 13:20:00,3.0,4.5,"1,324",618,181,995.0,23.57,81.40,20.22
450,07/02/20 13:25:00,2.5,4.0,"1,319",617,184,994.9,23.64,80.40,20.09
451,07/02/20 13:30:00,3.0,4.0,"1,431",686,181,994.9,23.83,80.70,20.34
452,07/02/20 13:35:00,2.5,3.5,"1,506",719,192,995.0,23.91,78.80,20.03
453,07/02/20 13:40:00,2.0,3.5,"1,254",578,178,995.1,24.10,78.00,20.05
454,07/02/20 13:45:00,2.5,3.5,746,307,195,995.2,24.00,77.80,19.91
455,07/02/20 13:50:00,2.0,3.5,"1,506",712,187,995.1,24.22,78.20,20.21
456,07/02/20 13:55:00,2.5,3.0,"1,306",607,178,995.2,24.22,77.80,20.12
457,07/02/20 14:00:00,2.0,3.5,"1,374",634,178,995.3,24.29,76.80,19.98
458,07/02/20 14:05:00,2.0,3.5,"1,591",758,173,995.2,24.32,76.90,20.03
459,07/02/20 14:10:00,2.0,3.5,"1,561",737,166,995.1,24.41,75.60,19.85
460,07/02/20 14:15:00,2.0,3.0,"1,571",739,166,995.0,24.51,76.80,20.19
461,07/02/20 14:20:00,2.0,3.5,"1,564",736,177,995.1,24.63,77.60,20.48
462,07/02/20 14:25:00,2.0,3.0,"1,594",752,173,995.1,24.85,74.90,20.12
463,07/02/20 14:30:00,1.5,2.0,"1,604",758,183,995.0,25.16,70.70,19.49
464,07/02/20 14:35:00,2.5,4.5,"1,606",761,201,994.9,25.48,65.80,18.63
465,07/02/20 14:40:00,1.5,3.5,"1,636",776,211,995.0,25.57,65.70,18.70
466,07/02/20 14:45:00,3.0,4.0,"1,229",549,212,994.9,25.50,64.40,18.31
467,07/02/20 14:50:00,2.5,4.0,"1,666",797,209,994.9,25.65,63.70,18.28
468,07/02/20 14:55:00,2.0,3.0,"1,686",807,232,994.8,25.72,65.70,18.84
469,07/02/20 15:00:00,2.0,3.5,"1,701",816,216,994.8,25.87,63.00,18.31
470,07/02/20 15:05:00,2.0,3.5,"1,721",829,208,994.9,25.94,63.30,18.45
471,07/02/20 15:10:00,2.0,4.0,"1,234",553,206,994.9,25.96,65.30,18.97
472,07/02/20 15:15:00,2.5,3.5,"1,791",886,216,994.7,26.04,65.00,18.97
473,07/02/20 15:20:00,1.5,2.5,719,328,199,994.8,26.13,68.20,19.83
474,07/02/20 15:25:00,2.5,4.0,639,264,190,994.8,26.06,64.10,18.77
475,07/02/20 15:30:00,3.0,4.5,"1,854",924,208,994.7,26.11,64.30,18.86
476,07/02/20 15:35:00,3.0,4.5,"2,109","1,079",220,994.7,26.30,62.60,18.62
477,07/02/20 15:40:00,2.0,3.5,"1,896",941,212,994.6,26.40,64.50,19.19
478,07/02/20 15:45:00,2.5,4.5,"1,794",883,198,994.5,26.30,65.00,19.22
479,07/02/20 15:50:00,2.5,3.5,"1,811",892,187,994.4,26.26,67.00,19.66
480,07/02/20 15:55:00,2.5,4.5,"2,001",994,184,994.3,26.28,69.40,20.26
481,07/02/20 16:00:00,2.5,3.5,829,364,195,994.4,26.45,63.50,18.99
482,07/02/20 16:05:00,2.5,3.5,"1,929",964,197,994.5,26.50,65.50,19.53
483,07/02/20 16:10:00,2.5,3.5,"1,991",992,188,994.3,26.84,63.10,19.25
484,07/02/20 16:15:00,2.0,3.5,"2,164","1,106",184,994.0,26.92,65.40,19.90
485,07/02/20 16:20:00,3.0,4.5,886,419,187,994.2,26.82,62.80,19.15
486,07/02/20 16:25:00,3.0,4.5,"2,264","1,206",199,994.1,27.09,60.10,18.70
487,07/02/20 16:30:00,3.0,4.5,909,437,202,994.2,27.21,59.40,18.63
488,07/02/20 16:35:00,3.0,4.0,"1,479",736,240,994.1,27.11,58.90,18.40
489,07/02/20 16:40:00,3.5,5.0,"1,034",498,244,994.0,27.21,59.50,18.66
490,07/02/20 16:45:00,4.0,5.0,"1,034",507,237,994.2,27.06,62.00,19.18
491,07/02/20 16:50:00,4.0,6.0,"1,101",532,236,994.4,26.96,63.20,19.40
492,07/02/20 16:55:00,3.5,5.0,"2,071","1,066",225,994.4,27.01,64.90,19.87
493,07/02/20 17:00:00,3.5,6.0,"2,099","1,076",234,994.3,26.99,62.30,19.19
494,07/02/20 17:05:00,3.0,5.5,"2,064","1,066",246,994.3,27.14,62.90,19.48
495,07/02/20 17:10:00,2.0,3.5,"2,156","1,096",211,994.2,27.16,61.60,19.17
496,07/02/20 17:15:00,1.5,3.0,"1,039",489,213,994.2,27.55,60.90,19.35
497,07/02/20 17:20:00,1.0,2.5,"1,014",488,250,994.2,27.58,60.50,19.27
498,07/02/20 17:25:00,1.0,2.0,"1,514",746,164,993.9,27.41,62.00,19.50
499,07/02/20 17:30:00,1.0,1.5,"1,059",477,163,994.1,27.78,60.70,19.51
500,07/02/20 17:35:00,0.0,1.5,986,432,160,994.1,27.85,62.50,20.05
501,07/02/20 17:40:00,1.0,3.5,989,463,234,994.1,27.75,62.10,19.85
502,07/02/20 17:45:00,3.0,5.0,"1,534",741,241,994.1,27.68,62.10,19.79
503,07/02/20 17:50:00,2.5,4.0,"1,986",966,263,993.8,27.73,63.10,20.09
504,07/02/20 17:55:00,3.0,5.0,"2,086","1,021",253,993.7,27.87,62.00,19.95
505,07/02/20 18:00:00,2.0,3.5,"1,514",713,265,993.9,28.20,61.60,20.14
506,07/02/20 18:05:00,2.5,4.5,839,407,233,994.1,28.32,60.00,19.83
507,07/02/20 18:10:00,3.5,5.0,479,246,241,994.0,28.30,59.90,19.78
508,07/02/20 18:15:00,3.0,4.5,411,212,254,994.3,28.02,63.10,20.37
509,07/02/20 18:20:00,1.5,3.5,414,211,258,994.2,27.95,63.50,20.40
510,07/02/20 18:25:00,1.5,3.0,456,231,263,994.2,27.55,65.40,20.51
511,07/02/20 18:30:00,1.5,3.0,441,223,257,994.1,27.60,65.60,20.60
512,07/02/20 18:35:00,1.5,2.5,444,226,260,994.1,27.55,65.50,20.53
513,07/02/20 18:40:00,1.5,3.0,494,247,257,994.1,27.48,66.90,20.81
514,07/02/20 18:45:00,2.0,3.0,734,356,258,994.0,27.48,66.10,20.61
515,07/02/20 18:50:00,2.0,3.5,911,436,274,993.9,27.58,66.70,20.85
516,07/02/20 18:55:00,1.0,2.5,771,376,260,994.0,27.60,67.10,20.97
517,07/02/20 19:00:00,2.5,5.5,584,292,251,994.0,27.60,65.80,20.65
518,07/02/20 19:05:00,3.0,5.0,629,312,254,994.0,27.28,68.50,21.00
519,07/02/20 19:10:00,3.0,4.5,981,469,247,993.8,27.31,68.40,21.00
520,07/02/20 19:15:00,3.0,5.0,964,458,254,994.0,27.36,67.80,20.91
521,07/02/20 19:20:00,1.5,4.0,984,468,265,993.9,27.58,67.60,21.07
522,07/02/20 19:25:00,3.0,5.5,"1,014",482,256,993.9,27.48,66.70,20.76
523,07/02/20 19:30:00,3.5,5.5,889,424,264,993.9,27.46,67.20,20.86
524,07/02/20 19:35:00,3.5,5.5,801,388,264,993.8,27.41,66.90,20.74
525,07/02/20 19:40:00,2.0,3.0,654,322,285,994.0,27.36,67.50,20.83
526,07/02/20 19:45:00,2.5,3.5,551,276,278,993.9,27.21,68.20,20.86
527,07/02/20 19:50:00,1.0,3.0,516,259,254,993.9,27.09,68.80,20.89
528,07/02/20 19:55:00,1.5,3.0,546,274,256,993.9,27.19,69.00,21.03
529,07/02/20 20:00:00,1.5,3.0,611,304,267,993.9,27.26,67.20,20.67
530,07/02/20 20:05:00,1.5,3.0,771,371,256,993.8,27.33,67.60,20.83
531,07/02/20 20:10:00,1.0,2.5,794,371,257,993.7,27.38,67.50,20.86
532,07/02/20 20:15:00,2.0,3.5,714,327,243,993.8,27.38,66.80,20.69
533,07/02/20 20:20:00,1.5,3.0,746,343,267,993.7,27.51,66.20,20.66
534,07/02/20 20:25:00,1.0,2.5,694,323,282,993.7,27.65,66.70,20.92
535,07/02/20 20:30:00,0.5,2.0,669,314,284,993.7,27.80,65.30,20.72
536,07/02/20 20:35:00,2.0,3.0,739,351,274,993.5,27.78,64.40,20.47
537,07/02/20 20:40:00,2.0,3.5,761,362,279,993.8,27.83,63.70,20.34
538,07/02/20 20:45:00,2.5,4.5,721,346,284,993.9,27.80,63.90,20.36
539,07/02/20 20:50:00,3.0,5.0,"1,356",664,285,993.0,27.68,63.10,20.04
540,07/02/20 20:55:00,3.5,6.0,"1,236",578,270,993.0,28.05,61.80,20.06
541,07/02/20 21:00:00,4.0,6.0,686,324,268,993.9,27.87,64.80,20.66
542,07/02/20 21:05:00,4.0,6.5,"1,506",736,270,992.4,27.90,63.20,20.28
543,07/02/20 21:10:00,3.5,5.0,"1,351",643,271,992.8,28.15,60.80,19.88
544,07/02/20 21:15:00,3.0,5.5,599,279,281,993.6,27.80,64.10,20.41
545,07/02/20 21:20:00,2.0,3.5,559,268,279,993.9,27.78,62.10,19.88
546,07/02/20 21:25:00,3.5,5.0,506,247,270,994.0,27.75,61.80,19.78
547,07/02/20 21:30:00,3.0,4.5,426,211,275,993.9,27.70,63.40,20.14
548,07/02/20 21:35:00,2.0,3.5,381,189,270,993.9,27.41,64.20,20.07
549,07/02/20 21:40:00,2.5,3.5,449,218,274,993.7,27.48,65.70,20.51
550,07/02/20 21:45:00,2.5,4.0,654,309,264,993.5,27.53,63.90,20.11
551,07/02/20 21:50:00,3.0,4.0,611,286,268,993.6,27.60,64.20,20.25
552,07/02/20 21:55:00,2.0,3.5,511,243,265,993.8,27.60,64.50,20.33
553,07/02/20 22:00:00,2.0,3.5,369,178,267,993.9,27.51,63.70,20.03
554,07/02/20 22:05:00,2.0,3.5,354,172,274,994.0,27.28,67.40,20.74
555,07/02/20 22:10:00,2.0,3.5,306,149,272,994.1,27.19,68.30,20.86
556,07/02/20 22:15:00,2.0,3.5,289,141,278,994.2,27.23,67.70,20.77
557,07/02/20 22:20:00,2.5,4.0,296,144,271,994.0,27.28,66.80,20.59
558,07/02/20 22:25:00,1.5,3.5,306,149,279,994.1,27.06,68.20,20.72
559,07/02/20 22:30:00,2.5,4.0,261,129,279,994.1,27.28,67.10,20.67
560,07/02/20 22:35:00,3.0,4.5,201,99,274,994.3,27.36,66.30,20.54
561,07/02/20 22:40:00,2.5,4.5,164,81,268,994.2,27.26,66.80,20.57
562,07/02/20 22:45:00,2.0,3.5,151,74,267,994.4,27.14,67.70,20.67
563,07/02/20 22:50:00,2.0,3.5,131,64,267,994.3,27.04,68.20,20.70
564,07/02/20 22:55:00,1.5,3.0,84,43,250,994.4,27.04,68.30,20.72
565,07/02/20 23:00:00,2.0,3.5,71,37,239,994.3,26.92,68.40,20.63
566,07/02/20 23:05:00,2.0,3.5,79,39,232,994.3,26.87,69.40,20.82
567,07/02/20 23:10:00,1.5,2.5,74,37,250,994.4,26.79,69.90,20.86
568,07/02/20 23:15:00,1.5,2.5,49,22,258,994.4,26.89,68.40,20.61
569,07/02/20 23:20:00,1.5,2.5,21,11,268,994.8,26.82,69.40,20.77
570,07/02/20 23:25:00,1.5,3.0,19,8,270,994.6,26.87,68.70,20.65
571,07/02/20 23:30:00,2.0,3.0,34,17,278,994.7,26.79,68.90,20.63
572,07/02/20 23:35:00,1.5,2.5,26,12,286,994.8,26.65,69.60,20.65
573,07/02/20 23:40:00,1.5,2.5,11,4,309,995.0,26.60,70.30,20.77
574,07/02/20 23:45:00,1.5,2.5,9,3,324,995.1,26.35,71.40,20.79
575,07/02/20 23:50:00,2.5,4.0,9,3,319,995.2,26.57,69.20,20.49
576,07/02/20 23:55:00,2.5,4.0,11,4,316,995.2,26.48,69.60,20.49
577,07/03/20 00:00:00,3.0,4.5,21,7,330,995.1,26.55,67.60,20.09
578,07/03/20 00:05:00,3.5,6.0,19,7,326,995.1,26.48,69.00,20.35
579,07/03/20 00:10:00,3.0,4.5,11,4,330,995.1,26.48,67.50,19.99
580,07/03/20 00:15:00,3.0,5.0,11,4,329,995.1,26.52,65.60,19.58
581,07/03/20 00:20:00,3.0,4.5,11,3,324,995.2,26.43,65.00,19.34
582,07/03/20 00:25:00,3.5,5.0,9,2,319,995.4,26.43,64.70,19.26
583,07/03/20 00:30:00,3.0,4.0,6,2,324,995.4,26.33,64.90,19.22
584,07/03/20 00:35:00,3.5,5.5,4,1,327,995.4,26.38,63.90,19.02
585,07/03/20 00:40:00,3.5,6.5,4,1,336,995.4,26.18,63.60,18.76
586,07/03/20 00:45:00,4.5,7.5,1,1,343,995.7,26.11,64.50,18.91
587,07/03/20 00:50:00,5.5,8.1,1,1,343,995.5,25.84,67.10,19.29
588,07/03/20 00:55:00,5.0,7.0,1,1,1,995.7,25.31,68.80,19.19
589,07/03/20 01:00:00,4.5,6.0,1,1,354,995.6,25.11,68.20,18.86
590,07/03/20 01:05:00,3.5,5.0,1,1,351,995.6,24.82,70.40,19.09
591,07/03/20 01:10:00,3.0,4.5,1,1,352,995.8,24.73,72.60,19.49
592,07/03/20 01:15:00,2.5,3.5,1,1,351,995.8,24.48,71.90,19.11
593,07/03/20 01:20:00,2.0,2.5,1,1,336,996.0,24.36,72.40,19.10
594,07/03/20 01:25:00,0.5,2.5,1,1,317,995.9,24.32,73.80,19.36
595,07/03/20 01:30:00,0.0,1.0,1,1,305,995.9,24.24,71.90,18.87
596,07/03/20 01:35:00,0.5,2.0,1,1,348,995.8,24.05,72.40,18.80
597,07/03/20 01:40:00,0.0,0.5,1,1,355,996.0,23.98,73.40,18.95
598,07/03/20 01:45:00,1.0,2.5,1,1,343,996.1,23.98,73.60,18.99
599,07/03/20 01:50:00,3.0,4.5,1,1,327,996.5,23.71,76.80,19.42
600,07/03/20 01:55:00,3.5,5.0,1,1,313,996.7,22.75,80.10,19.17
601,07/03/20 02:00:00,2.5,4.5,1,1,313,996.6,21.94,83.90,19.12
602,07/03/20 02:05:00,1.0,2.5,1,1,327,996.2,21.89,85.10,19.30
603,07/03/20 02:10:00,0.5,1.5,1,1,1,996.2,22.13,85.40,19.59
604,07/03/20 02:15:00,1.0,1.5,1,1,74,996.2,21.96,86.90,19.71
605,07/03/20 02:20:00,0.0,1.0,1,1,93,996.2,21.94,86.90,19.68
606,07/03/20 02:25:00,0.5,2.0,1,1,183,996.3,21.82,88.80,19.91
607,07/03/20 02:30:00,0.5,1.5,1,1,268,996.2,21.68,89.70,19.94
608,07/03/20 02:35:00,0.0,0.0,1,1,268,996.1,21.68,89.70,19.94
609,07/03/20 02:40:00,0.0,0.0,1,1,268,996.2,21.75,89.70,20.01
610,07/03/20 02:45:00,0.0,1.0,1,1,270,996.1,21.96,89.10,20.11
