Line#,Date,"Wind Speed (S-WSB 10979906:10955814-1), m/s, Bree_met_5","Gust Speed (S-WSB 10979906:10955814-2), m/s, Bree_met_5","PAR (S-LIA 10979906:10962914-1), uE, Bree_met_5","Solar Radiation (S-LIB 10979906:10969905-1), W/m^2, Bree_met_5","Wind Direction (S-WDA 10979906:10969970-1), *, Bree_met_5","Pressure (S-BPB 10979906:10972867-1), mbar, Bree_met_5","Temperature (S-THB 10979906:10974876-1), *C, Bree_met_5","RH (S-THB 10979906:10974876-2), %, Bree_met_5","Dew Point (S-THB 10979906:10974876-3), *C, Bree_met_5"
7579,07/27/20 07:30:00,5.0,7.0,1,1,216,993.4,25.55,79.00,21.66
7580,07/27/20 07:35:00,4.0,6.0,1,1,212,993.4,25.50,80.40,21.91
7581,07/27/20 07:40:00,3.5,5.0,1,1,209,993.5,25.48,79.70,21.74
7582,07/27/20 07:45:00,4.0,6.0,1,1,213,993.5,25.45,79.30,21.63
7583,07/27/20 07:50:00,4.0,6.0,1,1,208,993.4,25.43,79.60,21.67
7584,07/27/20 07:55:00,4.5,6.0,1,1,211,993.5,25.40,79.40,21.61
7585,07/27/20 08:00:00,3.5,5.0,1,1,208,993.4,25.36,79.80,21.64
7586,07/27/20 08:05:00,4.0,6.0,1,1,213,993.5,25.38,79.70,21.64
7587,07/27/20 08:10:00,3.0,5.0,1,1,202,993.5,25.23,81.10,21.79
7588,07/27/20 08:15:00,3.5,5.5,1,1,197,993.5,25.21,80.90,21.72
7589,07/27/20 08:20:00,3.5,5.0,1,1,197,993.5,25.14,81.30,21.73
7590,07/27/20 08:25:00,4.0,5.0,1,1,190,993.7,24.92,83.20,21.90
7591,07/27/20 08:30:00,4.0,6.0,1,1,191,993.7,24.80,83.40,21.82
7592,07/27/20 08:35:00,4.5,6.0,1,1,194,993.5,24.68,83.40,21.70
7593,07/27/20 08:40:00,5.0,6.5,1,1,191,993.6,24.51,84.10,21.67
7594,07/27/20 08:45:00,5.0,7.0,1,1,190,993.6,24.41,84.40,21.64
7595,07/27/20 08:50:00,5.0,7.0,1,1,194,993.6,24.27,84.90,21.59
7596,07/27/20 08:55:00,5.0,6.5,1,1,188,993.5,24.10,86.50,21.73
7597,07/27/20 09:00:00,4.5,6.5,1,1,192,993.7,24.00,87.00,21.73
7598,07/27/20 09:05:00,4.5,6.0,1,1,192,993.6,23.95,87.80,21.83
7599,07/27/20 09:10:00,5.0,7.0,1,1,190,993.5,23.91,87.70,21.77
7600,07/27/20 09:15:00,5.0,7.0,1,1,190,993.6,23.91,87.90,21.81
7601,07/27/20 09:20:00,5.0,6.5,1,1,190,993.5,23.88,87.70,21.74
7602,07/27/20 09:25:00,5.0,6.0,1,1,191,993.5,23.88,88.20,21.84
7603,07/27/20 09:30:00,4.5,6.0,1,1,192,993.6,23.83,88.00,21.75
7604,07/27/20 09:35:00,5.0,7.0,1,1,194,993.5,23.83,88.00,21.75
7605,07/27/20 09:40:00,5.0,7.0,4,1,192,993.5,23.79,87.70,21.65
7606,07/27/20 09:45:00,4.5,6.0,4,1,190,993.5,23.81,88.00,21.73
7607,07/27/20 09:50:00,4.5,6.0,11,3,190,993.5,23.76,87.40,21.57
7608,07/27/20 09:55:00,4.0,6.0,9,2,184,993.6,23.79,87.60,21.63
7609,07/27/20 10:00:00,4.0,5.5,11,3,187,993.6,23.79,87.40,21.59
7610,07/27/20 10:05:00,4.0,5.5,14,4,190,993.7,23.76,87.40,21.57
7611,07/27/20 10:10:00,4.0,5.5,19,8,183,993.7,23.76,87.10,21.51
7612,07/27/20 10:15:00,3.5,5.0,24,11,175,993.6,23.66,87.40,21.48
7613,07/27/20 10:20:00,3.5,5.0,34,16,174,993.5,23.64,88.00,21.56
7614,07/27/20 10:25:00,3.5,5.0,26,12,175,993.6,23.57,87.90,21.47
7615,07/27/20 10:30:00,4.5,6.5,31,13,183,993.6,23.62,88.00,21.54
7616,07/27/20 10:35:00,4.5,6.0,19,7,185,993.6,23.64,88.30,21.62
7617,07/27/20 10:40:00,5.0,6.5,31,13,187,993.7,23.52,88.60,21.56
7618,07/27/20 10:45:00,5.0,6.5,29,9,191,993.9,22.99,90.40,21.36
7619,07/27/20 10:50:00,4.5,7.0,29,8,195,994.2,22.75,90.80,21.20
7620,07/27/20 10:55:00,3.5,5.0,19,6,197,994.0,22.37,93.10,21.23
7621,07/27/20 11:00:00,4.5,6.0,21,7,192,993.8,22.27,94.30,21.34
7622,07/27/20 11:05:00,4.5,6.5,31,12,185,993.7,22.25,95.00,21.44
7623,07/27/20 11:10:00,3.5,5.0,59,24,188,993.8,22.47,95.50,21.74
7624,07/27/20 11:15:00,3.5,5.5,84,36,201,993.6,22.54,95.40,21.79
7625,07/27/20 11:20:00,3.5,5.5,54,23,194,993.8,22.75,95.30,21.99
7626,07/27/20 11:25:00,4.0,7.0,39,16,195,993.9,22.90,94.60,22.01
7627,07/27/20 11:30:00,3.5,5.0,36,14,192,994.0,22.87,94.50,21.97
7628,07/27/20 11:35:00,4.5,5.5,36,14,195,993.9,22.82,95.00,22.01
7629,07/27/20 11:40:00,5.0,7.0,81,34,195,993.8,22.82,95.10,22.03
7630,07/27/20 11:45:00,4.5,6.0,164,74,198,993.8,22.90,94.80,22.05
7631,07/27/20 11:50:00,5.0,6.5,246,112,197,993.9,23.04,94.60,22.16
7632,07/27/20 11:55:00,5.0,6.5,246,113,195,993.8,22.92,94.70,22.05
7633,07/27/20 12:00:00,5.0,6.5,259,122,194,993.8,22.92,94.40,22.00
7634,07/27/20 12:05:00,4.5,6.0,204,96,195,993.8,23.06,94.20,22.11
7635,07/27/20 12:10:00,4.5,6.5,111,52,181,993.8,23.02,94.50,22.11
7636,07/27/20 12:15:00,4.0,5.5,139,64,180,993.6,22.92,94.50,22.02
7637,07/27/20 12:20:00,4.0,5.5,89,43,175,993.6,22.97,94.60,22.08
7638,07/27/20 12:25:00,3.5,5.0,134,63,190,993.8,22.92,94.60,22.04
7639,07/27/20 12:30:00,3.5,4.5,246,117,187,993.6,22.82,94.40,21.91
7640,07/27/20 12:35:00,4.0,6.0,334,157,178,993.5,22.78,94.30,21.84
7641,07/27/20 12:40:00,4.0,5.0,319,149,174,993.6,22.90,94.40,21.98
7642,07/27/20 12:45:00,4.0,5.5,366,173,184,993.4,22.85,94.10,21.88
7643,07/27/20 12:50:00,4.5,6.0,376,176,181,993.4,22.85,94.00,21.86
7644,07/27/20 12:55:00,4.5,6.0,469,214,177,993.3,22.94,94.00,21.96
7645,07/27/20 13:00:00,4.0,5.0,494,224,178,993.4,22.90,94.20,21.94
7646,07/27/20 13:05:00,4.0,6.0,374,169,187,993.4,22.87,94.20,21.92
7647,07/27/20 13:10:00,4.5,5.5,356,161,184,993.3,22.87,94.10,21.90
7648,07/27/20 13:15:00,4.0,6.0,264,118,180,993.4,22.87,94.20,21.92
7649,07/27/20 13:20:00,4.0,6.0,369,162,180,993.2,22.97,94.30,22.03
7650,07/27/20 13:25:00,4.0,5.5,154,66,178,993.3,22.92,93.80,21.90
7651,07/27/20 13:30:00,4.0,5.5,159,67,177,993.2,23.04,93.90,22.03
7652,07/27/20 13:35:00,4.0,5.0,146,64,178,993.4,23.04,93.20,21.91
7653,07/27/20 13:40:00,3.5,4.5,291,129,178,993.1,23.11,93.40,22.02
7654,07/27/20 13:45:00,3.0,4.5,349,157,178,993.0,23.23,93.40,22.14
7655,07/27/20 13:50:00,3.0,4.5,399,177,177,992.9,23.26,93.30,22.14
7656,07/27/20 13:55:00,3.0,5.0,479,207,170,993.0,23.35,93.20,22.22
7657,07/27/20 14:00:00,3.0,4.0,294,127,170,993.2,23.38,93.20,22.24
7658,07/27/20 14:05:00,3.0,4.0,251,108,173,993.1,23.45,93.40,22.35
7659,07/27/20 14:10:00,3.5,4.5,211,89,180,993.0,23.57,93.30,22.45
7660,07/27/20 14:15:00,4.0,5.5,224,97,187,993.0,23.66,92.50,22.41
7661,07/27/20 14:20:00,4.5,6.0,371,164,185,992.8,23.83,92.10,22.50
7662,07/27/20 14:25:00,3.5,5.0,466,209,183,992.9,24.05,92.20,22.73
7663,07/27/20 14:30:00,3.0,4.0,399,178,183,992.7,24.03,91.00,22.49
7664,07/27/20 14:35:00,3.0,4.5,406,183,177,992.8,24.15,91.00,22.61
7665,07/27/20 14:40:00,3.0,4.0,274,123,178,993.0,24.19,91.20,22.70
7666,07/27/20 14:45:00,3.0,4.0,376,166,180,992.7,24.29,90.50,22.67
7667,07/27/20 14:50:00,3.5,4.5,324,144,180,992.7,24.41,89.60,22.62
7668,07/27/20 14:55:00,3.5,5.0,426,193,177,992.6,24.44,90.30,22.77
7669,07/27/20 15:00:00,3.5,4.5,544,249,170,992.5,24.48,90.00,22.77
7670,07/27/20 15:05:00,3.0,4.5,444,204,170,992.5,24.44,90.60,22.83
7671,07/27/20 15:10:00,3.0,4.0,554,257,164,992.4,24.51,90.90,22.95
7672,07/27/20 15:15:00,3.0,3.5,801,374,161,992.2,24.73,90.00,23.00
7673,07/27/20 15:20:00,3.5,5.5,"1,121",528,157,992.0,24.85,88.80,22.90
7674,07/27/20 15:25:00,4.0,5.5,"1,039",482,168,991.9,25.06,88.00,22.97
7675,07/27/20 15:30:00,4.0,5.5,"1,184",534,175,991.7,25.43,87.10,23.15
7676,07/27/20 15:35:00,4.5,6.0,774,369,178,991.8,25.45,86.30,23.03
7677,07/27/20 15:40:00,4.5,6.5,729,352,181,991.8,25.62,86.90,23.31
7678,07/27/20 15:45:00,4.0,6.0,806,384,177,991.8,25.79,84.70,23.05
7679,07/27/20 15:50:00,4.0,5.5,"1,059",503,181,991.8,25.91,85.40,23.31
7680,07/27/20 15:55:00,3.5,5.0,"1,486",709,178,991.7,26.13,84.00,23.25
7681,07/27/20 16:00:00,3.0,4.5,974,444,164,991.6,26.16,83.50,23.17
7682,07/27/20 16:05:00,3.0,4.5,"2,234","1,102",178,991.4,26.60,82.80,23.46
7683,07/27/20 16:10:00,4.0,6.5,"2,131","1,061",192,991.6,26.74,79.70,22.97
7684,07/27/20 16:15:00,4.5,6.0,"1,056",452,180,991.2,26.99,80.70,23.42
7685,07/27/20 16:20:00,5.0,7.5,"1,769",837,178,991.1,27.06,78.50,23.03
7686,07/27/20 16:25:00,4.5,6.0,"1,401",644,173,991.1,27.33,78.80,23.36
7687,07/27/20 16:30:00,5.5,7.5,"1,371",647,173,991.2,27.09,77.30,22.80
7688,07/27/20 16:35:00,5.5,8.6,"1,046",493,168,991.0,27.23,76.30,22.73
7689,07/27/20 16:40:00,5.5,7.5,"1,091",523,180,990.9,27.31,75.80,22.69
7690,07/27/20 16:45:00,6.0,8.1,"1,014",482,178,990.8,27.33,76.30,22.82
7691,07/27/20 16:50:00,6.0,8.6,671,331,184,990.9,27.38,77.50,23.13
7692,07/27/20 16:55:00,5.5,7.0,566,278,171,990.7,27.28,77.60,23.05
7693,07/27/20 17:00:00,5.5,7.0,414,211,170,990.6,27.26,78.50,23.22
7694,07/27/20 17:05:00,4.5,6.0,656,316,168,990.6,27.46,77.70,23.24
7695,07/27/20 17:10:00,4.5,6.0,"1,174",536,168,990.2,27.63,77.10,23.28
7696,07/27/20 17:15:00,4.5,6.5,399,196,161,990.4,27.80,76.80,23.38
7697,07/27/20 17:20:00,4.5,6.0,214,101,171,990.4,27.68,77.20,23.35
7698,07/27/20 17:25:00,4.0,6.0,341,148,166,990.3,27.43,77.80,23.24
7699,07/27/20 17:30:00,4.0,6.0,81,32,174,990.8,27.36,79.80,23.59
7700,07/27/20 17:35:00,5.5,7.5,81,24,197,991.1,25.60,86.00,23.11
7701,07/27/20 17:40:00,3.5,4.5,126,44,213,990.9,24.77,89.50,22.96
7702,07/27/20 17:45:00,2.0,3.0,256,112,202,990.5,24.77,89.80,23.02
7703,07/27/20 17:50:00,2.0,3.5,306,137,206,990.7,25.02,89.20,23.14
7704,07/27/20 17:55:00,2.0,3.5,306,143,190,990.4,25.06,89.60,23.27
7705,07/27/20 18:00:00,1.0,2.5,524,252,177,990.3,25.23,89.90,23.49
7706,07/27/20 18:05:00,0.5,1.5,299,138,180,990.3,25.19,89.50,23.37
7707,07/27/20 18:10:00,0.5,1.5,281,126,183,990.2,25.14,90.30,23.47
7708,07/27/20 18:15:00,0.0,1.0,381,171,183,990.0,25.14,90.60,23.52
7709,07/27/20 18:20:00,0.0,1.0,114,52,180,990.0,25.14,91.50,23.69
7710,07/27/20 18:25:00,1.5,3.0,41,16,204,990.2,24.80,91.80,23.40
7711,07/27/20 18:30:00,3.5,4.5,79,28,316,990.7,24.85,93.40,23.74
7712,07/27/20 18:35:00,2.5,4.5,171,72,316,990.5,24.58,94.10,23.60
7713,07/27/20 18:40:00,1.0,4.0,124,57,317,990.8,24.53,93.50,23.45
7714,07/27/20 18:45:00,4.0,6.5,526,246,201,990.0,24.58,93.50,23.49
7715,07/27/20 18:50:00,2.0,3.0,414,201,236,990.2,24.63,92.50,23.36
7716,07/27/20 18:55:00,2.5,5.0,454,217,239,990.1,24.85,91.50,23.40
7717,07/27/20 19:00:00,3.0,5.0,509,242,246,990.0,25.11,89.60,23.31
7718,07/27/20 19:05:00,2.0,3.5,"1,229",604,227,989.8,25.40,89.60,23.60
7719,07/27/20 19:10:00,1.5,3.0,861,393,213,989.7,25.50,89.40,23.66
7720,07/27/20 19:15:00,1.5,2.5,936,396,188,989.6,25.62,88.30,23.57
7721,07/27/20 19:20:00,2.5,3.5,"1,469",656,166,989.1,25.62,89.90,23.87
7722,07/27/20 19:25:00,2.5,4.0,"1,604",738,167,989.1,25.82,90.00,24.08
7723,07/27/20 19:30:00,2.0,2.5,724,321,168,989.5,26.06,90.50,24.42
7724,07/27/20 19:35:00,2.5,3.5,"1,559",703,174,988.8,26.74,88.20,24.66
7725,07/27/20 19:40:00,3.0,4.0,559,238,164,989.6,26.77,87.50,24.55
7726,07/27/20 19:45:00,2.5,4.0,"1,156",504,156,989.1,26.99,87.90,24.84
7727,07/27/20 19:50:00,2.5,3.5,371,168,152,989.6,26.94,87.00,24.62
7728,07/27/20 19:55:00,2.0,3.0,436,202,166,989.6,26.96,87.00,24.65
7729,07/27/20 20:00:00,1.0,2.0,596,268,161,989.3,27.14,86.60,24.74
7730,07/27/20 20:05:00,2.0,3.5,"1,524",714,149,988.4,27.41,85.90,24.87
7731,07/27/20 20:10:00,1.5,3.0,"1,371",622,152,988.4,27.92,84.40,25.08
7732,07/27/20 20:15:00,1.0,3.0,"1,419",624,157,988.3,28.20,83.20,25.10
7733,07/27/20 20:20:00,1.0,3.0,"1,399",616,170,988.1,28.30,83.60,25.28
7734,07/27/20 20:25:00,2.0,4.0,"1,279",559,160,988.1,28.49,82.90,25.33
7735,07/27/20 20:30:00,4.0,8.1,"1,344",591,190,987.9,28.97,77.30,24.62
7736,07/27/20 20:35:00,5.5,7.5,"1,279",562,197,987.9,29.07,76.60,24.56
7737,07/27/20 20:40:00,6.0,9.6,"1,251",566,194,987.4,29.04,75.10,24.21
7738,07/27/20 20:45:00,6.5,9.1,"1,151",512,197,987.8,29.24,74.50,24.27
7739,07/27/20 20:50:00,6.0,9.1,346,131,197,988.9,29.19,74.00,24.11
7740,07/27/20 20:55:00,6.0,8.1,"1,151",529,195,987.6,29.46,73.10,24.17
7741,07/27/20 21:00:00,6.5,10.1,261,106,197,988.9,29.02,74.50,24.05
7742,07/27/20 21:05:00,5.5,7.5,259,116,198,988.8,28.99,74.80,24.09
7743,07/27/20 21:10:00,4.5,6.5,216,98,198,988.8,28.97,74.60,24.02
7744,07/27/20 21:15:00,5.0,7.5,226,107,195,988.7,28.94,75.10,24.11
7745,07/27/20 21:20:00,5.5,8.1,279,126,197,988.4,29.04,74.40,24.05
7746,07/27/20 21:25:00,6.0,9.1,81,38,198,988.7,29.19,73.90,24.08
7747,07/27/20 21:30:00,7.0,10.6,56,31,256,988.9,27.36,77.90,23.19
7748,07/27/20 21:35:00,7.0,10.6,84,37,240,989.1,24.48,89.60,22.69
7749,07/27/20 21:40:00,5.5,8.6,59,28,278,989.2,24.73,90.40,23.08
7750,07/27/20 21:45:00,5.5,8.1,176,82,272,989.2,24.90,87.80,22.76
7751,07/27/20 21:50:00,4.5,7.5,79,34,260,989.5,24.82,88.10,22.75
7752,07/27/20 21:55:00,5.5,8.1,79,33,264,989.6,24.68,88.40,22.66
7753,07/27/20 22:00:00,5.5,8.6,106,47,265,989.9,24.39,89.40,22.56
7754,07/27/20 22:05:00,6.0,9.1,86,41,257,989.8,24.22,90.50,22.59
7755,07/27/20 22:10:00,6.5,10.6,141,61,260,989.8,24.29,88.70,22.33
7756,07/27/20 22:15:00,5.5,8.6,101,44,258,990.1,23.81,92.20,22.50
7757,07/27/20 22:20:00,4.5,7.0,69,32,271,990.0,23.54,93.30,22.43
7758,07/27/20 22:25:00,4.5,7.0,64,29,261,989.9,23.42,93.30,22.31
7759,07/27/20 22:30:00,3.5,6.0,79,36,247,989.8,23.50,92.90,22.31
7760,07/27/20 22:35:00,2.5,4.5,69,33,227,989.8,23.57,92.20,22.26
7761,07/27/20 22:40:00,2.5,5.5,74,33,229,989.8,23.64,91.70,22.24
7762,07/27/20 22:45:00,2.5,3.5,24,11,246,989.8,23.69,91.30,22.22
7763,07/27/20 22:50:00,2.0,3.5,16,7,257,989.9,23.71,91.50,22.28
7764,07/27/20 22:55:00,2.0,4.0,24,9,257,989.8,23.76,91.40,22.30
7765,07/27/20 23:00:00,2.0,4.5,34,14,232,989.8,23.91,90.80,22.34
7766,07/27/20 23:05:00,2.5,4.0,24,12,202,990.0,24.00,90.20,22.33
7767,07/27/20 23:10:00,2.5,5.0,34,17,199,989.9,24.07,89.50,22.27
7768,07/27/20 23:15:00,2.0,3.0,94,48,206,990.0,24.10,90.40,22.46
7769,07/27/20 23:20:00,2.5,4.0,114,59,213,990.2,24.07,91.10,22.56
7770,07/27/20 23:25:00,2.0,4.0,114,62,237,990.1,23.95,92.10,22.62
7771,07/27/20 23:30:00,1.5,3.0,129,71,248,990.0,23.95,92.60,22.71
7772,07/27/20 23:35:00,2.0,5.0,81,43,226,990.0,24.10,91.90,22.73
7773,07/27/20 23:40:00,3.0,5.0,39,18,209,990.1,24.15,91.40,22.69
7774,07/27/20 23:45:00,2.5,3.5,31,16,191,989.9,24.15,91.70,22.74
7775,07/27/20 23:50:00,2.5,3.5,31,16,187,990.0,24.07,92.10,22.74
7776,07/27/20 23:55:00,2.0,3.5,31,16,177,989.9,24.05,92.40,22.77
7777,07/28/20 00:00:00,1.5,2.5,36,22,191,990.0,24.10,92.10,22.76
7778,07/28/20 00:05:00,1.0,2.5,34,21,226,990.0,24.07,92.20,22.76
7779,07/28/20 00:10:00,0.5,1.5,21,13,219,990.0,24.00,91.80,22.62
7780,07/28/20 00:15:00,1.0,2.0,11,6,226,989.9,24.10,90.40,22.46
7781,07/28/20 00:20:00,1.5,2.5,6,3,222,990.1,24.27,89.50,22.46
7782,07/28/20 00:25:00,1.5,3.0,4,2,216,990.2,24.44,89.50,22.63
7783,07/28/20 00:30:00,1.5,2.5,1,2,198,990.2,24.27,90.00,22.55
7784,07/28/20 00:35:00,2.0,3.0,1,1,223,990.2,24.34,88.20,22.29
7785,07/28/20 00:40:00,2.0,4.0,1,1,233,990.1,24.39,87.90,22.28
7786,07/28/20 00:45:00,3.0,5.0,1,1,227,990.3,24.60,87.40,22.40
7787,07/28/20 00:50:00,4.0,6.5,1,1,230,990.4,24.73,86.70,22.39
7788,07/28/20 00:55:00,4.0,6.5,1,1,227,990.1,24.75,86.90,22.45
7789,07/28/20 01:00:00,4.5,6.5,1,1,226,990.4,24.75,86.90,22.45
7790,07/28/20 01:05:00,3.5,5.0,1,1,230,990.5,24.65,87.50,22.47
7791,07/28/20 01:10:00,3.5,5.0,1,1,239,990.6,24.75,87.10,22.49
7792,07/28/20 01:15:00,3.0,5.0,1,1,239,990.7,24.60,87.40,22.40
7793,07/28/20 01:20:00,2.5,4.0,1,1,243,991.0,24.48,88.60,22.51
7794,07/28/20 01:25:00,1.5,2.5,1,1,232,990.9,24.44,88.90,22.51
7795,07/28/20 01:30:00,2.0,3.5,1,1,220,991.0,24.44,88.70,22.48
7796,07/28/20 01:35:00,2.0,3.0,1,1,220,990.9,24.48,89.50,22.67
7797,07/28/20 01:40:00,1.5,3.0,1,1,226,991.1,24.46,88.80,22.52
7798,07/28/20 01:45:00,1.5,2.5,1,1,227,991.1,24.39,89.40,22.56
7799,07/28/20 01:50:00,1.5,4.5,1,1,226,991.0,24.44,89.40,22.61
7800,07/28/20 01:55:00,2.0,3.5,1,1,219,991.0,24.41,89.70,22.64
7801,07/28/20 02:00:00,2.5,4.0,1,1,220,991.0,24.36,89.20,22.50
7802,07/28/20 02:05:00,1.5,3.0,1,1,227,991.1,24.24,90.00,22.53
7803,07/28/20 02:10:00,1.5,2.5,1,1,219,990.9,24.17,89.90,22.44
7804,07/28/20 02:15:00,1.0,2.0,1,1,202,990.7,24.22,89.60,22.43
7805,07/28/20 02:20:00,1.0,2.5,1,1,202,990.8,24.29,90.00,22.57
7806,07/28/20 02:25:00,1.0,2.0,1,1,166,990.7,23.95,92.20,22.64
7807,07/28/20 02:30:00,1.0,1.5,1,1,154,990.6,23.86,92.80,22.65
7808,07/28/20 02:35:00,0.5,1.5,1,1,166,990.6,23.88,92.00,22.53
7809,07/28/20 02:40:00,0.5,2.0,1,1,174,990.6,23.93,92.80,22.72
7810,07/28/20 02:45:00,1.0,2.0,1,1,197,990.6,23.83,92.80,22.63
7811,07/28/20 02:50:00,1.0,2.5,1,1,170,990.6,23.76,92.90,22.57
7812,07/28/20 02:55:00,1.0,2.0,1,1,164,990.7,23.66,92.80,22.46
7813,07/28/20 03:00:00,1.0,2.0,1,1,156,990.7,23.69,92.90,22.50
7814,07/28/20 03:05:00,0.5,1.5,1,1,154,990.5,23.54,92.70,22.32
7815,07/28/20 03:10:00,0.5,1.5,1,1,153,990.5,23.52,93.00,22.35
7816,07/28/20 03:15:00,0.0,1.0,1,1,153,990.8,23.59,92.70,22.37
7817,07/28/20 03:20:00,0.0,1.5,1,1,153,990.8,23.76,92.20,22.45
7818,07/28/20 03:25:00,1.5,2.0,1,1,142,990.9,23.81,91.90,22.44
7819,07/28/20 03:30:00,1.0,2.5,1,1,143,990.8,23.93,90.70,22.34
7820,07/28/20 03:35:00,0.5,1.5,1,1,147,990.8,23.93,90.60,22.33
7821,07/28/20 03:40:00,0.0,0.5,1,1,149,990.8,24.03,90.20,22.35
7822,07/28/20 03:45:00,0.5,1.5,1,1,149,990.6,24.10,90.00,22.38
7823,07/28/20 03:50:00,0.5,1.5,1,1,150,990.6,24.03,90.40,22.39
7824,07/28/20 03:55:00,0.5,1.5,1,1,150,990.6,23.83,91.90,22.47
7825,07/28/20 04:00:00,0.0,1.0,1,1,150,990.7,23.79,92.40,22.51
7826,07/28/20 04:05:00,0.0,0.5,1,1,150,990.6,23.69,92.70,22.47
7827,07/28/20 04:10:00,0.0,0.5,1,1,150,990.7,23.71,92.20,22.40
7828,07/28/20 04:15:00,0.0,1.5,1,1,150,990.7,23.71,92.60,22.47
7829,07/28/20 04:20:00,0.5,1.0,1,1,150,990.6,23.57,93.00,22.40
7830,07/28/20 04:25:00,0.0,1.0,1,1,150,990.6,23.66,92.70,22.44
7831,07/28/20 04:30:00,0.0,0.5,1,1,150,990.6,23.66,92.60,22.42
7832,07/28/20 04:35:00,0.0,0.0,1,1,150,990.6,23.71,92.20,22.40
7833,07/28/20 04:40:00,0.0,1.0,1,1,150,990.6,23.76,92.10,22.43
7834,07/28/20 04:45:00,0.5,1.5,1,1,150,990.6,23.74,93.10,22.58
7835,07/28/20 04:50:00,1.0,2.0,1,1,152,990.6,23.66,93.40,22.57
7836,07/28/20 04:55:00,1.5,2.5,1,1,152,990.5,23.69,93.30,22.57
7837,07/28/20 05:00:00,1.0,2.0,1,1,152,990.6,23.64,93.40,22.54
7838,07/28/20 05:05:00,1.0,2.0,1,1,152,990.6,23.52,93.20,22.39
7839,07/28/20 05:10:00,1.0,2.0,1,1,152,990.6,23.47,93.30,22.36
7840,07/28/20 05:15:00,0.5,1.5,1,1,152,990.4,23.42,93.20,22.29
7841,07/28/20 05:20:00,0.5,1.0,1,1,152,990.4,23.47,93.40,22.38
7842,07/28/20 05:25:00,0.5,1.5,1,1,152,990.4,23.42,93.80,22.40
7843,07/28/20 05:30:00,0.5,1.0,1,1,150,990.4,23.21,94.70,22.34
7844,07/28/20 05:35:00,0.0,1.0,1,1,150,990.4,23.14,95.10,22.34
7845,07/28/20 05:40:00,0.0,0.5,1,1,152,990.3,23.14,95.00,22.32
7846,07/28/20 05:45:00,0.0,1.0,1,1,152,990.4,23.23,94.80,22.38
7847,07/28/20 05:50:00,0.0,1.5,1,1,152,990.3,23.38,95.20,22.59
7848,07/28/20 05:55:00,0.0,1.0,1,1,152,990.2,23.18,95.10,22.39
7849,07/28/20 06:00:00,0.5,1.5,1,1,150,990.3,23.06,95.40,22.32
7850,07/28/20 06:05:00,1.0,1.5,1,1,150,990.2,23.06,95.70,22.37
7851,07/28/20 06:10:00,0.5,1.5,1,1,152,990.4,23.09,95.30,22.32
7852,07/28/20 06:15:00,0.5,2.0,1,1,152,990.4,23.11,95.60,22.40
7853,07/28/20 06:20:00,1.0,2.0,1,1,152,990.4,23.18,95.70,22.49
7854,07/28/20 06:25:00,0.5,2.0,1,1,152,990.3,23.28,95.50,22.55
7855,07/28/20 06:30:00,1.0,1.5,1,1,152,990.4,23.40,95.00,22.58
7856,07/28/20 06:35:00,1.0,2.0,1,1,152,990.4,23.52,94.60,22.63
7857,07/28/20 06:40:00,1.5,2.5,1,1,152,990.3,23.54,94.40,22.62
7858,07/28/20 06:45:00,1.5,2.5,1,1,152,990.3,23.59,94.40,22.67
7859,07/28/20 06:50:00,2.0,2.5,1,1,152,990.4,23.64,94.30,22.70
7860,07/28/20 06:55:00,2.0,3.0,1,1,152,990.3,23.64,94.50,22.74
7861,07/28/20 07:00:00,2.5,3.0,1,1,152,990.3,23.57,94.60,22.68
7862,07/28/20 07:05:00,2.0,3.0,1,1,152,990.4,23.35,94.80,22.50
7863,07/28/20 07:10:00,1.5,2.5,1,1,152,990.3,23.45,94.90,22.61
7864,07/28/20 07:15:00,1.5,2.5,1,1,152,990.2,23.57,94.40,22.65
7865,07/28/20 07:20:00,1.5,2.5,1,1,152,990.3,23.71,94.20,22.75
7866,07/28/20 07:25:00,2.0,3.0,1,1,152,990.3,23.71,93.90,22.70
7867,07/28/20 07:30:00,1.5,2.5,1,1,152,990.3,23.71,94.20,22.75
7868,07/28/20 07:35:00,1.5,2.5,1,1,152,990.3,23.79,93.70,22.74
7869,07/28/20 07:40:00,2.0,3.0,1,1,152,990.4,23.86,93.30,22.74
7870,07/28/20 07:45:00,2.5,3.5,1,1,152,990.3,23.79,93.40,22.69
7871,07/28/20 07:50:00,2.0,3.0,1,1,152,990.4,23.69,93.40,22.59
7872,07/28/20 07:55:00,1.5,2.5,1,1,152,990.4,23.66,93.60,22.60
7873,07/28/20 08:00:00,1.0,2.0,1,1,152,990.4,23.76,93.60,22.70
7874,07/28/20 08:05:00,1.0,2.0,1,1,152,990.4,24.22,91.70,22.81
7875,07/28/20 08:10:00,1.5,2.5,1,1,152,990.3,24.44,90.10,22.74
7876,07/28/20 08:15:00,2.0,3.0,1,1,152,990.4,24.15,91.60,22.72
7877,07/28/20 08:20:00,2.0,3.0,1,1,152,990.4,23.38,93.30,22.26
7878,07/28/20 08:25:00,2.0,3.0,1,1,150,990.6,23.33,94.10,22.35
7879,07/28/20 08:30:00,2.0,3.0,1,1,152,990.6,23.40,93.80,22.37
7880,07/28/20 08:35:00,2.0,3.0,1,1,152,990.6,23.45,93.70,22.40
